repo_full,detector_family,detector_variant,scenario_type,affected_metrics,dimensionality,magnitude_level,duration_weeks,volume_condition,missingness_condition,scenario_detector_rows,mean_strict_incremental_episode_detected,strict_incremental_episode_detected_valid_observations,mean_strict_incremental_detection_delay_weeks,strict_incremental_detection_delay_weeks_valid_observations,mean_reference_alarm_burden,reference_alarm_burden_valid_observations,mean_incremental_alarm_duration_weeks,incremental_alarm_duration_weeks_valid_observations,mean_incremental_spillover_weeks,incremental_spillover_weeks_valid_observations,mean_total_operational_episode_detected,total_operational_episode_detected_valid_observations,mean_reference_alarm_overlap_fraction,reference_alarm_overlap_fraction_valid_observations,mean_incremental_boundary_overlap,incremental_boundary_overlap_valid_observations,mean_pair_unevaluable_fraction,pair_unevaluable_fraction_valid_observations,mean_injection_relative_precision,injection_relative_precision_valid_observations,mean_injection_relative_false_alarm_rate,injection_relative_false_alarm_rate_valid_observations,mean_incremental_detected_within_0w_post,incremental_detected_within_0w_post_valid_observations,mean_incremental_detected_within_1w_post,incremental_detected_within_1w_post_valid_observations,mean_incremental_detected_within_2w_post,incremental_detected_within_2w_post_valid_observations,mean_incremental_detected_within_4w_post,incremental_detected_within_4w_post_valid_observations
helm/helm,causal_rolling_mad,two_of_three,metric_shift,failure_rate+rerun_rate,2,medium,2,observed,none,100,0.04,100,0.75,4,0.0,100,0.05,100,0.01,100,0.04,100,0.0,100,0.02,100,0.021739130434782653,100,0.8,5,0.0002325581395348837,100,0.04,100,0.05,100,0.05,100,0.05,100
helm/helm,mewma,mewma,metric_shift,failure_rate+rerun_rate,2,medium,2,observed,none,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
helm/helm,causal_rolling_mad,latency_log,metric_shift,failure_rate+rerun_rate,2,high,2,observed,none,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.021739130434782653,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
helm/helm,causal_rolling_mad,failure_rate,metric_shift,failure_rate+rerun_rate,2,high,2,observed,none,100,0.74,100,0.8783783783783784,74,0.022222222222222185,100,0.8,100,0.0,100,0.76,100,0.015,100,0.405,100,0.021739130434782653,100,0.5468749999999999,96,0.01579809725158564,100,0.74,100,0.74,100,0.74,100,0.74,100
helm/helm,causal_rolling_mad,rerun_rate,metric_shift,failure_rate+rerun_rate,2,high,2,observed,none,100,0.29,100,0.8275862068965517,29,0.04444444444444437,100,0.33,100,0.04,100,0.34,100,0.06,100,0.1416666666666667,100,0.021739130434782653,100,0.16849816849816854,91,0.037193446088794976,100,0.29,100,0.31,100,0.31,100,0.31,100
helm/helm,causal_rolling_mad,union,metric_shift,failure_rate+rerun_rate,2,high,2,observed,none,100,0.79,100,0.8227848101265823,79,0.11111111111111088,100,0.96,100,0.06,100,0.87,100,0.1,100,0.445,100,0.021739130434782653,100,0.23973809523809517,100,0.08505285412262166,100,0.79,100,0.79,100,0.79,100,0.79,100
helm/helm,causal_rolling_mad,two_of_three,metric_shift,failure_rate+rerun_rate,2,high,2,observed,none,100,0.24,100,0.875,24,0.0,100,0.27,100,0.0,100,0.24,100,0.0,100,0.135,100,0.021739130434782653,100,1.0,24,0.0,100,0.24,100,0.24,100,0.24,100,0.24,100
helm/helm,mewma,mewma,metric_shift,failure_rate+rerun_rate,2,high,2,observed,none,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
helm/helm,causal_rolling_mad,latency_log,metric_shift,failure_rate+rerun_rate,2,medium,2,low_volume,none,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.021739130434782653,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
helm/helm,causal_rolling_mad,failure_rate,metric_shift,failure_rate+rerun_rate,2,medium,2,low_volume,none,100,0.15,100,0.9333333333333333,15,0.022222222222222185,100,0.19,100,0.03,100,0.2,100,0.035,100,0.07666666666666667,100,0.021739130434782653,100,0.20121951219512196,82,0.016046511627906993,100,0.15,100,0.16,100,0.16,100,0.16,100
helm/helm,causal_rolling_mad,rerun_rate,metric_shift,failure_rate+rerun_rate,2,medium,2,low_volume,none,100,0.1,100,0.4,10,0.04444444444444437,100,0.15,100,0.03,100,0.11,100,0.035,100,0.05333333333333333,100,0.021739130434782653,100,0.049820788530465954,93,0.04000000000000004,100,0.1,100,0.11,100,0.11,100,0.11,100
helm/helm,causal_rolling_mad,union,metric_shift,failure_rate+rerun_rate,2,medium,2,low_volume,none,100,0.3,100,0.6,30,0.11111111111111088,100,0.5,100,0.12,100,0.43,100,0.115,100,0.17,100,0.021739130434782653,100,0.12992857142857145,100,0.09023255813953499,100,0.3,100,0.32,100,0.33,100,0.33,100
helm/helm,causal_rolling_mad,two_of_three,metric_shift,failure_rate+rerun_rate,2,medium,2,low_volume,none,100,0.03,100,1.0,3,0.0,100,0.06,100,0.03,100,0.03,100,0.0,100,0.013333333333333332,100,0.021739130434782653,100,0.5,5,0.0006976744186046512,100,0.03,100,0.05,100,0.05,100,0.05,100
helm/helm,mewma,mewma,metric_shift,failure_rate+rerun_rate,2,medium,2,low_volume,none,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
helm/helm,causal_rolling_mad,latency_log,metric_shift,failure_rate+rerun_rate,2,medium,2,observed,controlled,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.021739130434782653,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
helm/helm,causal_rolling_mad,failure_rate,metric_shift,failure_rate+rerun_rate,2,medium,2,observed,controlled,100,0.08,100,0.875,8,0.022236580075820297,100,0.09,100,0.01,100,0.1,100,0.015,100,0.05324074074074074,72,0.18195652173913046,100,0.10810810810810811,74,0.019062709186286074,100,0.08,100,0.08,100,0.08,100,0.08,100
helm/helm,causal_rolling_mad,rerun_rate,metric_shift,failure_rate+rerun_rate,2,medium,2,observed,controlled,100,0.05,100,0.8,5,0.043218515510075176,100,0.06,100,0.01,100,0.1,100,0.035,100,0.0410958904109589,73,0.14956521739130435,100,0.06224899598393573,83,0.038988671319272104,100,0.05,100,0.06,100,0.06,100,0.06,100
helm/helm,causal_rolling_mad,union,metric_shift,failure_rate+rerun_rate,2,medium,2,observed,controlled,100,0.07,100,0.0,7,0.10361807804317841,100,0.07,100,0.0,100,0.11,100,0.04,100,0.15555555555555556,45,0.3097826086956526,100,0.0335,100,0.10373483663271126,100,0.07,100,0.07,100,0.07,100,0.07,100
helm/helm,causal_rolling_mad,two_of_three,metric_shift,failure_rate+rerun_rate,2,medium,2,observed,controlled,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,45,0.3097826086956526,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
helm/helm,mewma,mewma,metric_shift,failure_rate+rerun_rate,2,medium,2,observed,controlled,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
helm/helm,causal_rolling_mad,latency_log,metric_shift,failure_rate+rerun_rate,2,low,4,observed,none,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.021739130434782653,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
helm/helm,causal_rolling_mad,failure_rate,metric_shift,failure_rate+rerun_rate,2,low,4,observed,none,100,0.07,100,1.2857142857142858,7,0.022222222222222185,100,0.13,100,0.04,100,0.11,100,0.01,100,0.0225,100,0.021739130434782653,100,0.11728395061728394,81,0.01803135888501743,100,0.07,100,0.11,100,0.11,100,0.11,100
helm/helm,causal_rolling_mad,rerun_rate,metric_shift,failure_rate+rerun_rate,2,low,4,observed,none,100,0.0,100,,0,0.04444444444444437,100,0.0,100,0.0,100,0.17,100,0.055,100,0.0,100,0.021739130434782653,100,0.11931818181818182,88,0.03559233449477354,100,0.0,100,0.0,100,0.0,100,0.0,100
helm/helm,causal_rolling_mad,union,metric_shift,failure_rate+rerun_rate,2,low,4,observed,none,100,0.18,100,1.3333333333333333,18,0.11111111111111088,100,0.26,100,0.06,100,0.37,100,0.1,100,0.0495,100,0.021739130434782653,100,0.13483333333333336,100,0.08724738675958188,100,0.18,100,0.22,100,0.22,100,0.22,100
helm/helm,causal_rolling_mad,two_of_three,metric_shift,failure_rate+rerun_rate,2,low,4,observed,none,100,0.02,100,0.0,2,0.0,100,0.02,100,0.0,100,0.02,100,0.0,100,0.005,100,0.021739130434782653,100,1.0,2,0.0,100,0.02,100,0.02,100,0.02,100,0.02,100
helm/helm,mewma,mewma,metric_shift,failure_rate+rerun_rate,2,low,4,observed,none,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
helm/helm,causal_rolling_mad,latency_log,metric_shift,failure_rate+rerun_rate,2,medium,4,observed,none,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.021739130434782653,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
helm/helm,causal_rolling_mad,failure_rate,metric_shift,failure_rate+rerun_rate,2,medium,4,observed,none,100,0.28,100,1.4285714285714286,28,0.022222222222222185,100,0.45,100,0.02,100,0.3,100,0.015,100,0.10649999999999998,100,0.021739130434782653,100,0.30522088353413657,83,0.015342624854819987,100,0.28,100,0.28,100,0.28,100,0.28,100
helm/helm,causal_rolling_mad,rerun_rate,metric_shift,failure_rate+rerun_rate,2,medium,4,observed,none,100,0.1,100,1.4,10,0.04444444444444437,100,0.16,100,0.0,100,0.19,100,0.0475,100,0.04,100,0.021739130434782653,100,0.16962025316455698,79,0.032682926829268315,100,0.1,100,0.1,100,0.1,100,0.1,100
helm/helm,causal_rolling_mad,union,metric_shift,failure_rate+rerun_rate,2,medium,4,observed,none,100,0.47,100,1.148936170212766,47,0.11111111111111088,100,0.78,100,0.04,100,0.54,100,0.09,100,0.1815,100,0.021739130434782653,100,0.23911904761904756,100,0.07700348432055755,100,0.47,100,0.47,100,0.47,100,0.47,100
helm/helm,causal_rolling_mad,two_of_three,metric_shift,failure_rate+rerun_rate,2,medium,4,observed,none,100,0.07,100,1.4285714285714286,7,0.0,100,0.11,100,0.0,100,0.07,100,0.0,100,0.0275,100,0.021739130434782653,100,1.0,7,0.0,100,0.07,100,0.07,100,0.07,100,0.07,100
helm/helm,mewma,mewma,metric_shift,failure_rate+rerun_rate,2,medium,4,observed,none,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
helm/helm,causal_rolling_mad,latency_log,metric_shift,failure_rate+rerun_rate,2,high,4,observed,none,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.021739130434782653,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
helm/helm,causal_rolling_mad,failure_rate,metric_shift,failure_rate+rerun_rate,2,high,4,observed,none,100,0.89,100,1.101123595505618,89,0.022222222222222185,100,1.73,100,0.03,100,0.89,100,0.015,100,0.4225,100,0.021739130434782653,100,0.6674999999999998,100,0.0163240418118467,100,0.89,100,0.89,100,0.89,100,0.89,100
helm/helm,causal_rolling_mad,rerun_rate,metric_shift,failure_rate+rerun_rate,2,high,4,observed,none,100,0.42,100,1.1904761904761905,42,0.04444444444444437,100,0.76,100,0.03,100,0.42,100,0.04,100,0.17950000000000002,100,0.021739130434782653,100,0.29943820224719103,89,0.03585365853658539,100,0.42,100,0.42,100,0.42,100,0.42,100
helm/helm,causal_rolling_mad,union,metric_shift,failure_rate+rerun_rate,2,high,4,observed,none,100,0.89,100,0.9775280898876404,89,0.11111111111111088,100,2.12,100,0.09,100,0.92,100,0.1025,100,0.5005000000000001,100,0.021739130434782653,100,0.4127142857142856,100,0.08360627177700351,100,0.89,100,0.91,100,0.91,100,0.91,100
helm/helm,causal_rolling_mad,two_of_three,metric_shift,failure_rate+rerun_rate,2,high,4,observed,none,100,0.34,100,1.1470588235294117,34,0.0,100,0.65,100,0.03,100,0.34,100,0.0,100,0.1525,100,0.021739130434782653,100,0.9632352941176471,34,0.0007317073170731708,100,0.34,100,0.34,100,0.34,100,0.34,100
helm/helm,mewma,mewma,metric_shift,failure_rate+rerun_rate,2,high,4,observed,none,100,0.13,100,2.8461538461538463,13,0.0,100,0.15,100,0.0,100,0.13,100,0.0,100,0.0375,100,0.0,100,1.0,13,0.0,100,0.13,100,0.13,100,0.13,100,0.13,100
helm/helm,causal_rolling_mad,latency_log,metric_shift,failure_rate+rerun_rate,2,medium,4,low_volume,none,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.021739130434782653,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
helm/helm,causal_rolling_mad,failure_rate,metric_shift,failure_rate+rerun_rate,2,medium,4,low_volume,none,100,0.43,100,1.6046511627906976,43,0.022222222222222185,100,0.56,100,0.03,100,0.43,100,0.005,100,0.1315,100,0.021739130434782653,100,0.37254901960784315,85,0.016085946573751463,100,0.43,100,0.44,100,0.44,100,0.44,100
helm/helm,causal_rolling_mad,rerun_rate,metric_shift,failure_rate+rerun_rate,2,medium,4,low_volume,none,100,0.19,100,1.4210526315789473,19,0.04444444444444437,100,0.31,100,0.03,100,0.24,100,0.055,100,0.068,100,0.021739130434782653,100,0.17102272727272727,88,0.03585365853658539,100,0.19,100,0.2,100,0.2,100,0.2,100
helm/helm,causal_rolling_mad,union,metric_shift,failure_rate+rerun_rate,2,medium,4,low_volume,none,100,0.59,100,1.3220338983050848,59,0.11111111111111088,100,1.09,100,0.1,100,0.67,100,0.105,100,0.2421666666666667,100,0.021739130434782653,100,0.27257142857142846,100,0.08191637630662024,100,0.59,100,0.63,100,0.63,100,0.63,100
helm/helm,causal_rolling_mad,two_of_three,metric_shift,failure_rate+rerun_rate,2,medium,4,low_volume,none,100,0.07,100,1.4285714285714286,7,0.0,100,0.11,100,0.02,100,0.07,100,0.0,100,0.022000000000000002,100,0.021739130434782653,100,0.8125,8,0.0004878048780487805,100,0.07,100,0.08,100,0.08,100,0.08,100
helm/helm,mewma,mewma,metric_shift,failure_rate+rerun_rate,2,medium,4,low_volume,none,100,0.02,100,3.0,2,0.0,100,0.02,100,0.0,100,0.02,100,0.0,100,0.005,100,0.0,100,1.0,2,0.0,100,0.02,100,0.02,100,0.02,100,0.02,100
helm/helm,causal_rolling_mad,latency_log,metric_shift,failure_rate+rerun_rate,2,medium,4,observed,controlled,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.021739130434782653,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
helm/helm,causal_rolling_mad,failure_rate,metric_shift,failure_rate+rerun_rate,2,medium,4,observed,controlled,100,0.18,100,1.1666666666666667,18,0.019408951887608505,100,0.28,100,0.01,100,0.23,100,0.03166666666666666,100,0.12927350427350426,78,0.25608695652173924,100,0.2947761194029851,67,0.016017364144466754,100,0.18,100,0.19,100,0.19,100,0.19,100
helm/helm,causal_rolling_mad,rerun_rate,metric_shift,failure_rate+rerun_rate,2,medium,4,observed,controlled,100,0.07,100,1.0,7,0.04973795923010835,100,0.09,100,0.0,100,0.16,100,0.05499999999999999,100,0.05024509803921568,68,0.26543478260869585,100,0.10980392156862744,85,0.04723794115917478,100,0.07,100,0.07,100,0.07,100,0.07,100
helm/helm,causal_rolling_mad,union,metric_shift,failure_rate+rerun_rate,2,medium,4,observed,controlled,100,0.13,100,0.7692307692307693,13,0.10201539972825717,100,0.16,100,0.0,100,0.25,100,0.11,100,0.1699346405228758,51,0.34043478260869586,100,0.09475,100,0.09784110537221716,100,0.13,100,0.13,100,0.13,100,0.13,100
helm/helm,causal_rolling_mad,two_of_three,metric_shift,failure_rate+rerun_rate,2,medium,4,observed,controlled,100,0.06,100,0.6666666666666666,6,0.0,100,0.06,100,0.0,100,0.06,100,0.0,100,0.08496732026143793,51,0.34043478260869586,100,1.0,6,0.0,100,0.06,100,0.06,100,0.06,100,0.06,100
helm/helm,mewma,mewma,metric_shift,failure_rate+rerun_rate,2,medium,4,observed,controlled,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
helm/helm,causal_rolling_mad,latency_log,metric_shift,failure_rate+rerun_rate,2,low,8,observed,none,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.021739130434782653,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
helm/helm,causal_rolling_mad,failure_rate,metric_shift,failure_rate+rerun_rate,2,low,8,observed,none,100,0.16,100,2.5,16,0.022222222222222185,100,0.26,100,0.01,100,0.24,100,0.03625,100,0.03125,100,0.021739130434782653,100,0.3188405797101449,69,0.013229018492176371,100,0.16,100,0.17,100,0.17,100,0.17,100
helm/helm,causal_rolling_mad,rerun_rate,metric_shift,failure_rate+rerun_rate,2,low,8,observed,none,100,0.03,100,3.6666666666666665,3,0.04444444444444437,100,0.03,100,0.0,100,0.17,100,0.0425,100,0.00375,100,0.021739130434782653,100,0.1539855072463768,92,0.04107396870554762,100,0.03,100,0.03,100,0.03,100,0.03,100
helm/helm,causal_rolling_mad,union,metric_shift,failure_rate+rerun_rate,2,low,8,observed,none,100,0.37,100,2.27027027027027,37,0.11111111111111088,100,0.59,100,0.04,100,0.54,100,0.13375,100,0.06777777777777777,100,0.021739130434782653,100,0.2646666666666666,100,0.07940967283072549,100,0.37,100,0.37,100,0.37,100,0.37,100
helm/helm,causal_rolling_mad,two_of_three,metric_shift,failure_rate+rerun_rate,2,low,8,observed,none,100,0.05,100,2.8,5,0.0,100,0.06,100,0.0,100,0.05,100,0.0,100,0.0075,100,0.021739130434782653,100,1.0,5,0.0,100,0.05,100,0.05,100,0.05,100,0.05,100
helm/helm,mewma,mewma,metric_shift,failure_rate+rerun_rate,2,low,8,observed,none,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
helm/helm,causal_rolling_mad,latency_log,metric_shift,failure_rate+rerun_rate,2,medium,8,observed,none,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.021739130434782653,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
helm/helm,causal_rolling_mad,failure_rate,metric_shift,failure_rate+rerun_rate,2,medium,8,observed,none,100,0.32,100,1.84375,32,0.022222222222222185,100,0.51,100,0.0,100,0.38,100,0.02625,100,0.06375,100,0.021739130434782653,100,0.4738095238095239,70,0.011600284495021327,100,0.32,100,0.32,100,0.32,100,0.32,100
helm/helm,causal_rolling_mad,rerun_rate,metric_shift,failure_rate+rerun_rate,2,medium,8,observed,none,100,0.14,100,1.5714285714285714,14,0.04444444444444437,100,0.22,100,0.0,100,0.3,100,0.05625,100,0.0275,100,0.021739130434782653,100,0.2723484848484849,88,0.035675675675675644,100,0.14,100,0.14,100,0.14,100,0.14,100
helm/helm,causal_rolling_mad,union,metric_shift,failure_rate+rerun_rate,2,medium,8,observed,none,100,0.57,100,1.4385964912280702,57,0.11111111111111088,100,1.05,100,0.0,100,0.68,100,0.1325,100,0.13125,100,0.021739130434782653,100,0.3651904761904761,100,0.06885490753911805,100,0.57,100,0.57,100,0.57,100,0.57,100
helm/helm,causal_rolling_mad,two_of_three,metric_shift,failure_rate+rerun_rate,2,medium,8,observed,none,100,0.08,100,1.625,8,0.0,100,0.12,100,0.0,100,0.08,100,0.0,100,0.015,100,0.021739130434782653,100,1.0,8,0.0,100,0.08,100,0.08,100,0.08,100,0.08,100
helm/helm,mewma,mewma,metric_shift,failure_rate+rerun_rate,2,medium,8,observed,none,100,0.01,100,6.0,1,0.0,100,0.01,100,0.0,100,0.01,100,0.0,100,0.00125,100,0.0,100,1.0,1,0.0,100,0.01,100,0.01,100,0.01,100,0.01,100
helm/helm,causal_rolling_mad,latency_log,metric_shift,failure_rate+rerun_rate,2,high,8,observed,none,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.021739130434782653,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
helm/helm,causal_rolling_mad,failure_rate,metric_shift,failure_rate+rerun_rate,2,high,8,observed,none,100,0.83,100,1.1686746987951808,83,0.022222222222222185,100,1.87,100,0.0,100,0.84,100,0.0275,100,0.23375,100,0.021739130434782653,100,0.6977891156462585,98,0.014032716927453755,100,0.83,100,0.83,100,0.83,100,0.83,100
helm/helm,causal_rolling_mad,rerun_rate,metric_shift,failure_rate+rerun_rate,2,high,8,observed,none,100,0.4,100,1.425,40,0.04444444444444437,100,0.78,100,0.0,100,0.4,100,0.04375,100,0.0975,100,0.021739130434782653,100,0.2941860465116279,86,0.037297297297297256,100,0.4,100,0.4,100,0.4,100,0.4,100
helm/helm,causal_rolling_mad,union,metric_shift,failure_rate+rerun_rate,2,high,8,observed,none,100,0.87,100,1.1264367816091954,87,0.11111111111111088,100,2.28,100,0.0,100,0.87,100,0.12625,100,0.285,100,0.021739130434782653,100,0.4755,100,0.0775035561877667,100,0.87,100,0.87,100,0.87,100,0.87,100
helm/helm,causal_rolling_mad,two_of_three,metric_shift,failure_rate+rerun_rate,2,high,8,observed,none,100,0.35,100,1.2571428571428571,35,0.0,100,0.66,100,0.0,100,0.35,100,0.0,100,0.0825,100,0.021739130434782653,100,1.0,35,0.0,100,0.35,100,0.35,100,0.35,100,0.35,100
helm/helm,mewma,mewma,metric_shift,failure_rate+rerun_rate,2,high,8,observed,none,100,0.83,100,4.650602409638554,83,0.0,100,3.12,100,0.41,100,0.83,100,0.0,100,0.3155833333333332,100,0.0,100,0.908204245553643,83,0.010789473684210524,100,0.83,100,0.83,100,0.83,100,0.83,100
helm/helm,causal_rolling_mad,latency_log,metric_shift,failure_rate+rerun_rate,2,medium,8,low_volume,none,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.021739130434782653,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
helm/helm,causal_rolling_mad,failure_rate,metric_shift,failure_rate+rerun_rate,2,medium,8,low_volume,none,100,0.42,100,2.238095238095238,42,0.022222222222222185,100,0.67,100,0.0,100,0.43,100,0.02375,100,0.08392857142857142,100,0.021739130434782653,100,0.4675324675324675,77,0.013214793741109516,100,0.42,100,0.42,100,0.42,100,0.42,100
helm/helm,causal_rolling_mad,rerun_rate,metric_shift,failure_rate+rerun_rate,2,medium,8,low_volume,none,100,0.16,100,3.3125,16,0.04444444444444437,100,0.19,100,0.0,100,0.22,100,0.04875,100,0.02375,100,0.021739130434782653,100,0.18313953488372095,86,0.03675675675675673,100,0.16,100,0.16,100,0.16,100,0.16,100
helm/helm,causal_rolling_mad,union,metric_shift,failure_rate+rerun_rate,2,medium,8,low_volume,none,100,0.68,100,1.9852941176470589,68,0.11111111111111088,100,1.47,100,0.03,100,0.73,100,0.1175,100,0.1792063492063492,100,0.021739130434782653,100,0.3733333333333334,100,0.0761308677098151,100,0.68,100,0.68,100,0.68,100,0.68,100
helm/helm,causal_rolling_mad,two_of_three,metric_shift,failure_rate+rerun_rate,2,medium,8,low_volume,none,100,0.07,100,3.0,7,0.0,100,0.07,100,0.0,100,0.07,100,0.0,100,0.00875,100,0.021739130434782653,100,1.0,7,0.0,100,0.07,100,0.07,100,0.07,100,0.07,100
helm/helm,mewma,mewma,metric_shift,failure_rate+rerun_rate,2,medium,8,low_volume,none,100,0.08,100,4.375,8,0.0,100,0.23,100,0.01,100,0.08,100,0.0,100,0.026805555555555555,100,0.0,100,0.9791666666666667,8,0.0002631578947368421,100,0.08,100,0.08,100,0.08,100,0.08,100
helm/helm,causal_rolling_mad,latency_log,metric_shift,failure_rate+rerun_rate,2,medium,8,observed,controlled,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.021739130434782653,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
helm/helm,causal_rolling_mad,failure_rate,metric_shift,failure_rate+rerun_rate,2,medium,8,observed,controlled,100,0.18,100,1.3333333333333333,18,0.017602958898784236,100,0.28,100,0.0,100,0.2,100,0.009345238095238096,100,0.09703947368421051,76,0.32152173913043486,100,0.30790960451977395,59,0.014555683285664155,100,0.18,100,0.18,100,0.18,100,0.18,100
helm/helm,causal_rolling_mad,rerun_rate,metric_shift,failure_rate+rerun_rate,2,medium,8,observed,controlled,100,0.08,100,0.75,8,0.046269588241435386,100,0.13,100,0.0,100,0.14,100,0.028416666666666666,100,0.04701587301587302,75,0.35260869565217406,100,0.12609649122807015,76,0.04613910513729581,100,0.08,100,0.08,100,0.08,100,0.08,100
helm/helm,causal_rolling_mad,union,metric_shift,failure_rate+rerun_rate,2,medium,8,observed,controlled,100,0.17,100,0.8823529411764706,17,0.09574298994120474,100,0.25,100,0.0,100,0.23,100,0.06116666666666666,100,0.17272727272727273,55,0.40260869565217405,100,0.10434027777777777,96,0.09210942880183202,100,0.17,100,0.17,100,0.17,100,0.17,100
helm/helm,causal_rolling_mad,two_of_three,metric_shift,failure_rate+rerun_rate,2,medium,8,observed,controlled,100,0.04,100,1.75,4,0.0,100,0.04,100,0.0,100,0.04,100,0.0,100,0.02727272727272727,55,0.40260869565217405,100,1.0,4,0.0,100,0.04,100,0.04,100,0.04,100,0.04,100
helm/helm,mewma,mewma,metric_shift,failure_rate+rerun_rate,2,medium,8,observed,controlled,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
helm/helm,causal_rolling_mad,latency_log,metric_shift,latency_log+failure_rate+rerun_rate,3,low,1,observed,none,100,0.11,100,0.0,11,0.0,100,0.21,100,0.1,100,0.11,100,0.0,100,0.10309278350515463,97,0.021739130434782653,100,0.5263157894736842,19,0.002272727272727273,100,0.11,100,0.19,100,0.19,100,0.19,100
helm/helm,causal_rolling_mad,failure_rate,metric_shift,latency_log+failure_rate+rerun_rate,3,low,1,observed,none,100,0.0,100,,0,0.022222222222222185,100,0.03,100,0.03,100,0.01,100,0.01,100,0.0,97,0.021739130434782653,100,0.011235955056179775,89,0.020666666666666656,100,0.0,100,0.03,100,0.03,100,0.03,100
helm/helm,causal_rolling_mad,rerun_rate,metric_shift,latency_log+failure_rate+rerun_rate,3,low,1,observed,none,100,0.0,100,,0,0.04444444444444437,100,0.0,100,0.0,100,0.03,100,0.03,100,0.0,97,0.021739130434782653,100,0.015,100,0.043151515151515156,100,0.0,100,0.0,100,0.0,100,0.0,100
helm/helm,causal_rolling_mad,union,metric_shift,latency_log+failure_rate+rerun_rate,3,low,1,observed,none,100,0.12,100,0.0,12,0.11111111111111088,100,0.22,100,0.1,100,0.19,100,0.07,100,0.1134020618556701,97,0.021739130434782653,100,0.037333333333333336,100,0.10492424242424236,100,0.12,100,0.2,100,0.2,100,0.2,100
