scenario_id,repo_full,scenario_type,affected_metrics,dimensionality,magnitude_level,magnitude,duration_weeks,volume_condition,missingness_condition,repetition,seed,start_index,end_index,injected_weeks,status
B000025538,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,35,8702810692147213099,29.0,36.0,"[""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23"", ""2026-03-02""]",evaluable
B000025539,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,36,317354623065752664,28.0,35.0,"[""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23""]",evaluable
B000025540,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,37,9273575890387776389,45.0,52.0,"[""2026-05-04"", ""2026-05-11"", ""2026-05-18"", ""2026-05-25"", ""2026-06-01"", ""2026-06-08"", ""2026-06-15"", ""2026-06-22""]",evaluable
B000025541,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,38,8643548099642617768,35.0,42.0,"[""2026-02-23"", ""2026-03-02"", ""2026-03-09"", ""2026-03-16"", ""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13""]",evaluable
B000025542,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,39,5461411996050745537,23.0,30.0,"[""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19""]",evaluable
B000025543,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,40,3556986016054939012,38.0,45.0,"[""2026-03-16"", ""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27"", ""2026-05-04""]",evaluable
B000025544,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,41,3224237185261859225,30.0,37.0,"[""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23"", ""2026-03-02"", ""2026-03-09""]",evaluable
B000025545,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,42,2291784868948286786,48.0,55.0,"[""2026-05-25"", ""2026-06-01"", ""2026-06-08"", ""2026-06-15"", ""2026-06-22"", ""2026-06-29"", ""2026-07-06"", ""2026-07-13""]",evaluable
B000025546,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,43,16917984161213814949,23.0,30.0,"[""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19""]",evaluable
B000025547,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,44,6318730098557436262,14.0,21.0,"[""2025-09-29"", ""2025-10-06"", ""2025-10-13"", ""2025-10-20"", ""2025-10-27"", ""2025-11-03"", ""2025-11-10"", ""2025-11-17""]",evaluable
B000025548,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,45,974802756181622173,26.0,33.0,"[""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09""]",evaluable
B000025549,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,46,6092362559407085274,40.0,47.0,"[""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27"", ""2026-05-04"", ""2026-05-11"", ""2026-05-18""]",evaluable
B000025550,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,47,2316995679335775769,32.0,39.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23"", ""2026-03-02"", ""2026-03-09"", ""2026-03-16"", ""2026-03-23""]",evaluable
B000025551,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,48,8894230860884254616,42.0,49.0,"[""2026-04-13"", ""2026-04-20"", ""2026-04-27"", ""2026-05-04"", ""2026-05-11"", ""2026-05-18"", ""2026-05-25"", ""2026-06-01""]",evaluable
B000025552,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,49,10364183191865706650,18.0,25.0,"[""2025-10-27"", ""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24"", ""2025-12-01"", ""2025-12-08"", ""2025-12-15""]",evaluable
B000025553,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,50,1656912580962113856,43.0,50.0,"[""2026-04-20"", ""2026-04-27"", ""2026-05-04"", ""2026-05-11"", ""2026-05-18"", ""2026-05-25"", ""2026-06-01"", ""2026-06-08""]",evaluable
B000025554,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,51,17477399331548164420,35.0,42.0,"[""2026-02-23"", ""2026-03-02"", ""2026-03-09"", ""2026-03-16"", ""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13""]",evaluable
B000025555,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,52,6360750738504822601,32.0,39.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23"", ""2026-03-02"", ""2026-03-09"", ""2026-03-16"", ""2026-03-23""]",evaluable
B000025556,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,53,431298206166737971,35.0,42.0,"[""2026-02-23"", ""2026-03-02"", ""2026-03-09"", ""2026-03-16"", ""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13""]",evaluable
B000025557,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,54,10859759287923616309,44.0,51.0,"[""2026-04-27"", ""2026-05-04"", ""2026-05-11"", ""2026-05-18"", ""2026-05-25"", ""2026-06-01"", ""2026-06-08"", ""2026-06-15""]",evaluable
B000025558,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,55,1622901524264223952,47.0,54.0,"[""2026-05-18"", ""2026-05-25"", ""2026-06-01"", ""2026-06-08"", ""2026-06-15"", ""2026-06-22"", ""2026-06-29"", ""2026-07-06""]",evaluable
B000025559,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,56,7416432533505621417,25.0,32.0,"[""2025-12-15"", ""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02""]",evaluable
B000025560,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,57,7903202089806229579,35.0,42.0,"[""2026-02-23"", ""2026-03-02"", ""2026-03-09"", ""2026-03-16"", ""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13""]",evaluable
B000025561,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,58,14172190061073141448,26.0,33.0,"[""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09""]",evaluable
B000025562,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,59,17259664256844831218,33.0,40.0,"[""2026-02-09"", ""2026-02-16"", ""2026-02-23"", ""2026-03-02"", ""2026-03-09"", ""2026-03-16"", ""2026-03-23"", ""2026-03-30""]",evaluable
B000025563,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,60,18051246753864843173,18.0,25.0,"[""2025-10-27"", ""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24"", ""2025-12-01"", ""2025-12-08"", ""2025-12-15""]",evaluable
B000025564,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,61,6979212460142175518,18.0,25.0,"[""2025-10-27"", ""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24"", ""2025-12-01"", ""2025-12-08"", ""2025-12-15""]",evaluable
B000025565,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,62,4027316123581339859,36.0,43.0,"[""2026-03-02"", ""2026-03-09"", ""2026-03-16"", ""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20""]",evaluable
B000025566,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,63,1318311425534700976,41.0,48.0,"[""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27"", ""2026-05-04"", ""2026-05-11"", ""2026-05-18"", ""2026-05-25""]",evaluable
B000025567,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,64,319305834440905887,16.0,23.0,"[""2025-10-13"", ""2025-10-20"", ""2025-10-27"", ""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24"", ""2025-12-01""]",evaluable
B000025568,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,65,12894006725236068616,41.0,48.0,"[""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27"", ""2026-05-04"", ""2026-05-11"", ""2026-05-18"", ""2026-05-25""]",evaluable
B000025569,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,66,9609453760618824715,44.0,51.0,"[""2026-04-27"", ""2026-05-04"", ""2026-05-11"", ""2026-05-18"", ""2026-05-25"", ""2026-06-01"", ""2026-06-08"", ""2026-06-15""]",evaluable
B000025570,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,67,6659933694398551824,49.0,56.0,"[""2026-06-01"", ""2026-06-08"", ""2026-06-15"", ""2026-06-22"", ""2026-06-29"", ""2026-07-06"", ""2026-07-13"", ""2026-07-20""]",evaluable
B000025571,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,68,12892767944901694602,25.0,32.0,"[""2025-12-15"", ""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02""]",evaluable
B000025572,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,69,14153861718417546349,29.0,36.0,"[""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23"", ""2026-03-02""]",evaluable
B000025573,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,70,5374899629701726652,21.0,28.0,"[""2025-11-17"", ""2025-11-24"", ""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22"", ""2025-12-29"", ""2026-01-05""]",evaluable
B000025574,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,71,7074411395173435401,49.0,56.0,"[""2026-06-01"", ""2026-06-08"", ""2026-06-15"", ""2026-06-22"", ""2026-06-29"", ""2026-07-06"", ""2026-07-13"", ""2026-07-20""]",evaluable
B000025575,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,72,14361116018788409317,44.0,51.0,"[""2026-04-27"", ""2026-05-04"", ""2026-05-11"", ""2026-05-18"", ""2026-05-25"", ""2026-06-01"", ""2026-06-08"", ""2026-06-15""]",evaluable
B000025576,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,73,9989766399098942296,35.0,42.0,"[""2026-02-23"", ""2026-03-02"", ""2026-03-09"", ""2026-03-16"", ""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13""]",evaluable
B000025577,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,74,15635208839160417654,43.0,50.0,"[""2026-04-20"", ""2026-04-27"", ""2026-05-04"", ""2026-05-11"", ""2026-05-18"", ""2026-05-25"", ""2026-06-01"", ""2026-06-08""]",evaluable
B000025578,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,75,3783257964914296178,24.0,31.0,"[""2025-12-08"", ""2025-12-15"", ""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26""]",evaluable
B000025579,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,76,4447646352086757651,13.0,20.0,"[""2025-09-22"", ""2025-09-29"", ""2025-10-06"", ""2025-10-13"", ""2025-10-20"", ""2025-10-27"", ""2025-11-03"", ""2025-11-10""]",evaluable
B000025580,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,77,6699204859997860341,40.0,47.0,"[""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27"", ""2026-05-04"", ""2026-05-11"", ""2026-05-18""]",evaluable
B000025581,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,78,16858048792767899723,45.0,52.0,"[""2026-05-04"", ""2026-05-11"", ""2026-05-18"", ""2026-05-25"", ""2026-06-01"", ""2026-06-08"", ""2026-06-15"", ""2026-06-22""]",evaluable
B000025582,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,79,14440160772899501299,23.0,30.0,"[""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19""]",evaluable
B000025583,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,80,8689369643958024126,40.0,47.0,"[""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27"", ""2026-05-04"", ""2026-05-11"", ""2026-05-18""]",evaluable
B000025584,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,81,11087466617948933294,30.0,37.0,"[""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23"", ""2026-03-02"", ""2026-03-09""]",evaluable
B000025585,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,82,11108231277702679535,51.0,58.0,"[""2026-06-15"", ""2026-06-22"", ""2026-06-29"", ""2026-07-06"", ""2026-07-13"", ""2026-07-20"", ""2026-07-27"", ""2026-08-03""]",evaluable
B000025586,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,83,11956486233364279423,50.0,57.0,"[""2026-06-08"", ""2026-06-15"", ""2026-06-22"", ""2026-06-29"", ""2026-07-06"", ""2026-07-13"", ""2026-07-20"", ""2026-07-27""]",evaluable
B000025587,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,84,3397730487375290355,16.0,23.0,"[""2025-10-13"", ""2025-10-20"", ""2025-10-27"", ""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24"", ""2025-12-01""]",evaluable
B000025588,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,85,6397438732524639096,37.0,44.0,"[""2026-03-09"", ""2026-03-16"", ""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27""]",evaluable
B000025589,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,86,14410141642130506136,33.0,40.0,"[""2026-02-09"", ""2026-02-16"", ""2026-02-23"", ""2026-03-02"", ""2026-03-09"", ""2026-03-16"", ""2026-03-23"", ""2026-03-30""]",evaluable
B000025590,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,87,17943247650882911836,50.0,57.0,"[""2026-06-08"", ""2026-06-15"", ""2026-06-22"", ""2026-06-29"", ""2026-07-06"", ""2026-07-13"", ""2026-07-20"", ""2026-07-27""]",evaluable
B000025591,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,88,2660362284124981317,37.0,44.0,"[""2026-03-09"", ""2026-03-16"", ""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27""]",evaluable
B000025592,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,89,109290638455578663,31.0,38.0,"[""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23"", ""2026-03-02"", ""2026-03-09"", ""2026-03-16""]",evaluable
B000025593,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,90,2471392210955824287,40.0,47.0,"[""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27"", ""2026-05-04"", ""2026-05-11"", ""2026-05-18""]",evaluable
B000025594,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,91,4131218113629576512,36.0,43.0,"[""2026-03-02"", ""2026-03-09"", ""2026-03-16"", ""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20""]",evaluable
B000025595,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,92,16154678162970587740,32.0,39.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23"", ""2026-03-02"", ""2026-03-09"", ""2026-03-16"", ""2026-03-23""]",evaluable
B000025596,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,93,12271248990941839918,32.0,39.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23"", ""2026-03-02"", ""2026-03-09"", ""2026-03-16"", ""2026-03-23""]",evaluable
B000025597,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,94,14858269944517751031,46.0,53.0,"[""2026-05-11"", ""2026-05-18"", ""2026-05-25"", ""2026-06-01"", ""2026-06-08"", ""2026-06-15"", ""2026-06-22"", ""2026-06-29""]",evaluable
B000025598,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,95,12206977403699525823,25.0,32.0,"[""2025-12-15"", ""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02""]",evaluable
B000025599,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,96,14020982564047005536,15.0,22.0,"[""2025-10-06"", ""2025-10-13"", ""2025-10-20"", ""2025-10-27"", ""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24""]",evaluable
B000025600,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,97,14414733612053856564,28.0,35.0,"[""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23""]",evaluable
B000025601,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,98,8883266731361539148,21.0,28.0,"[""2025-11-17"", ""2025-11-24"", ""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22"", ""2025-12-29"", ""2026-01-05""]",evaluable
B000025602,helm/helm,metric_shift,failure_rate+rerun_rate,2,low,"{""failure_rate"": 0.05, ""rerun_rate"": 0.05}",8,observed,none,99,7320577743669238175,36.0,43.0,"[""2026-03-02"", ""2026-03-09"", ""2026-03-16"", ""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20""]",evaluable
B000025603,helm/helm,metric_shift,failure_rate+rerun_rate,2,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",8,observed,none,0,10275118379469582463,32.0,39.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23"", ""2026-03-02"", ""2026-03-09"", ""2026-03-16"", ""2026-03-23""]",evaluable
B000025604,helm/helm,metric_shift,failure_rate+rerun_rate,2,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",8,observed,none,1,294382392464376429,31.0,38.0,"[""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23"", ""2026-03-02"", ""2026-03-09"", ""2026-03-16""]",evaluable
B000025605,helm/helm,metric_shift,failure_rate+rerun_rate,2,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",8,observed,none,2,11477487085321007861,45.0,52.0,"[""2026-05-04"", ""2026-05-11"", ""2026-05-18"", ""2026-05-25"", ""2026-06-01"", ""2026-06-08"", ""2026-06-15"", ""2026-06-22""]",evaluable
B000025606,helm/helm,metric_shift,failure_rate+rerun_rate,2,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",8,observed,none,3,1859986517473292292,19.0,26.0,"[""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24"", ""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22""]",evaluable
B000025607,helm/helm,metric_shift,failure_rate+rerun_rate,2,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",8,observed,none,4,4715130384704568256,38.0,45.0,"[""2026-03-16"", ""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27"", ""2026-05-04""]",evaluable
B000025608,helm/helm,metric_shift,failure_rate+rerun_rate,2,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",8,observed,none,5,17529904742583265667,24.0,31.0,"[""2025-12-08"", ""2025-12-15"", ""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26""]",evaluable
B000025609,helm/helm,metric_shift,failure_rate+rerun_rate,2,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",8,observed,none,6,2366697380619867472,47.0,54.0,"[""2026-05-18"", ""2026-05-25"", ""2026-06-01"", ""2026-06-08"", ""2026-06-15"", ""2026-06-22"", ""2026-06-29"", ""2026-07-06""]",evaluable
B000025610,helm/helm,metric_shift,failure_rate+rerun_rate,2,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",8,observed,none,7,5762981514001149138,25.0,32.0,"[""2025-12-15"", ""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02""]",evaluable
B000025611,helm/helm,metric_shift,failure_rate+rerun_rate,2,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",8,observed,none,8,254165970316609816,23.0,30.0,"[""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19""]",evaluable
B000025612,helm/helm,metric_shift,failure_rate+rerun_rate,2,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",8,observed,none,9,15833094975558126736,41.0,48.0,"[""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27"", ""2026-05-04"", ""2026-05-11"", ""2026-05-18"", ""2026-05-25""]",evaluable
B000025613,helm/helm,metric_shift,failure_rate+rerun_rate,2,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",8,observed,none,10,14956529749566197484,16.0,23.0,"[""2025-10-13"", ""2025-10-20"", ""2025-10-27"", ""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24"", ""2025-12-01""]",evaluable
B000025614,helm/helm,metric_shift,failure_rate+rerun_rate,2,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",8,observed,none,11,5290960675253797377,28.0,35.0,"[""2026-01-05"", ""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23""]",evaluable
B000025615,helm/helm,metric_shift,failure_rate+rerun_rate,2,medium,"{""failure_rate"": 0.1, ""rerun_rate"": 0.1}",8,observed,none,12,8109805107826981620,22.0,29.0,"[""2025-11-24"", ""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12""]",evaluable
