scenario_id,repo_full,scenario_type,affected_metrics,magnitude_level,magnitude,duration_weeks,volume_condition,missingness_condition,repetition,seed,start_index,end_index,injected_weeks,status,unsupported_reason
S000026924,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,22,4833682556072139276,32.0,33.0,"[""2026-02-02"", ""2026-02-09""]",evaluable,
S000026925,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,23,1437729957291308199,32.0,33.0,"[""2026-02-02"", ""2026-02-09""]",evaluable,
S000026926,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,24,7134546132758990460,29.0,30.0,"[""2026-01-12"", ""2026-01-19""]",evaluable,
S000026927,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,25,2522595703027604447,28.0,29.0,"[""2026-01-05"", ""2026-01-12""]",evaluable,
S000026928,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,26,17831607269141027414,28.0,29.0,"[""2026-01-05"", ""2026-01-12""]",evaluable,
S000026929,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,27,15999359712776638689,29.0,30.0,"[""2026-01-12"", ""2026-01-19""]",evaluable,
S000026930,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,28,3895653944905934959,27.0,28.0,"[""2025-12-29"", ""2026-01-05""]",evaluable,
S000026931,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,29,4766094632232512039,28.0,29.0,"[""2026-01-05"", ""2026-01-12""]",evaluable,
S000026932,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,30,1599677586319497593,31.0,32.0,"[""2026-01-26"", ""2026-02-02""]",evaluable,
S000026933,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,31,1254328480228328874,26.0,27.0,"[""2025-12-22"", ""2025-12-29""]",evaluable,
S000026934,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,32,17563074103413677471,31.0,32.0,"[""2026-01-26"", ""2026-02-02""]",evaluable,
S000026935,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,33,17852300783488283954,31.0,32.0,"[""2026-01-26"", ""2026-02-02""]",evaluable,
S000026936,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,34,12908381069055413854,27.0,28.0,"[""2025-12-29"", ""2026-01-05""]",evaluable,
S000026937,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,35,11224636688164130986,30.0,31.0,"[""2026-01-19"", ""2026-01-26""]",evaluable,
S000026938,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,36,4080407889385340621,34.0,35.0,"[""2026-02-16"", ""2026-02-23""]",evaluable,
S000026939,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,37,4221023098881552220,27.0,28.0,"[""2025-12-29"", ""2026-01-05""]",evaluable,
S000026940,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,38,9902840814264025340,34.0,35.0,"[""2026-02-16"", ""2026-02-23""]",evaluable,
S000026941,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,39,16612742480206067739,26.0,27.0,"[""2025-12-22"", ""2025-12-29""]",evaluable,
S000026942,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,40,3973123447965474997,30.0,31.0,"[""2026-01-19"", ""2026-01-26""]",evaluable,
S000026943,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,41,1017525007003633108,33.0,34.0,"[""2026-02-09"", ""2026-02-16""]",evaluable,
S000026944,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,42,13661920348321419516,29.0,30.0,"[""2026-01-12"", ""2026-01-19""]",evaluable,
S000026945,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,43,15369648689239178407,33.0,34.0,"[""2026-02-09"", ""2026-02-16""]",evaluable,
S000026946,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,44,16799709601553654055,29.0,30.0,"[""2026-01-12"", ""2026-01-19""]",evaluable,
S000026947,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,45,9984143362854874633,33.0,34.0,"[""2026-02-09"", ""2026-02-16""]",evaluable,
S000026948,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,46,15543484376228764767,26.0,27.0,"[""2025-12-22"", ""2025-12-29""]",evaluable,
S000026949,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,47,9359330146895410389,26.0,27.0,"[""2025-12-22"", ""2025-12-29""]",evaluable,
S000026950,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,48,3480503928678071986,30.0,31.0,"[""2026-01-19"", ""2026-01-26""]",evaluable,
S000026951,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,49,17116306731042708069,26.0,27.0,"[""2025-12-22"", ""2025-12-29""]",evaluable,
S000026952,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,50,7603658156472040114,33.0,34.0,"[""2026-02-09"", ""2026-02-16""]",evaluable,
S000026953,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,51,3086470897448697764,34.0,35.0,"[""2026-02-16"", ""2026-02-23""]",evaluable,
S000026954,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,52,16662179655960996092,31.0,32.0,"[""2026-01-26"", ""2026-02-02""]",evaluable,
S000026955,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,53,10018027969289859798,26.0,27.0,"[""2025-12-22"", ""2025-12-29""]",evaluable,
S000026956,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,54,10566414452105856170,34.0,35.0,"[""2026-02-16"", ""2026-02-23""]",evaluable,
S000026957,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,55,470753806989025385,34.0,35.0,"[""2026-02-16"", ""2026-02-23""]",evaluable,
S000026958,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,56,3787837413332309593,33.0,34.0,"[""2026-02-09"", ""2026-02-16""]",evaluable,
S000026959,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,57,2799838759140884423,28.0,29.0,"[""2026-01-05"", ""2026-01-12""]",evaluable,
S000026960,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,58,1733569734883071406,30.0,31.0,"[""2026-01-19"", ""2026-01-26""]",evaluable,
S000026961,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,59,10315767511474156481,31.0,32.0,"[""2026-01-26"", ""2026-02-02""]",evaluable,
S000026962,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,60,9831370715532841854,29.0,30.0,"[""2026-01-12"", ""2026-01-19""]",evaluable,
S000026963,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,61,17743261290639584867,34.0,35.0,"[""2026-02-16"", ""2026-02-23""]",evaluable,
S000026964,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,62,2674432679056884810,26.0,27.0,"[""2025-12-22"", ""2025-12-29""]",evaluable,
S000026965,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,63,4003281549139706130,29.0,30.0,"[""2026-01-12"", ""2026-01-19""]",evaluable,
S000026966,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,64,6758158464597931826,31.0,32.0,"[""2026-01-26"", ""2026-02-02""]",evaluable,
S000026967,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,65,17562177144859507677,26.0,27.0,"[""2025-12-22"", ""2025-12-29""]",evaluable,
S000026968,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,66,4816969001643903025,30.0,31.0,"[""2026-01-19"", ""2026-01-26""]",evaluable,
S000026969,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,67,5310113095088920309,30.0,31.0,"[""2026-01-19"", ""2026-01-26""]",evaluable,
S000026970,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,68,463561994334995519,31.0,32.0,"[""2026-01-26"", ""2026-02-02""]",evaluable,
S000026971,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,69,2606209893015205560,32.0,33.0,"[""2026-02-02"", ""2026-02-09""]",evaluable,
S000026972,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,70,3460186934648366268,29.0,30.0,"[""2026-01-12"", ""2026-01-19""]",evaluable,
S000026973,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,71,6191925263350959839,31.0,32.0,"[""2026-01-26"", ""2026-02-02""]",evaluable,
S000026974,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,72,5866013563789045293,26.0,27.0,"[""2025-12-22"", ""2025-12-29""]",evaluable,
S000026975,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,73,17936339856243876900,26.0,27.0,"[""2025-12-22"", ""2025-12-29""]",evaluable,
S000026976,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,74,16855935731415054174,29.0,30.0,"[""2026-01-12"", ""2026-01-19""]",evaluable,
S000026977,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,75,12025167931213368129,26.0,27.0,"[""2025-12-22"", ""2025-12-29""]",evaluable,
S000026978,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,76,14304177271401359661,26.0,27.0,"[""2025-12-22"", ""2025-12-29""]",evaluable,
S000026979,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,77,13994934154159727873,28.0,29.0,"[""2026-01-05"", ""2026-01-12""]",evaluable,
S000026980,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,78,14914966472909971001,34.0,35.0,"[""2026-02-16"", ""2026-02-23""]",evaluable,
S000026981,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,79,910230508258106528,28.0,29.0,"[""2026-01-05"", ""2026-01-12""]",evaluable,
S000026982,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,80,6223937086793476911,29.0,30.0,"[""2026-01-12"", ""2026-01-19""]",evaluable,
S000026983,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,81,2937565737951073310,28.0,29.0,"[""2026-01-05"", ""2026-01-12""]",evaluable,
S000026984,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,82,17232452400551164065,26.0,27.0,"[""2025-12-22"", ""2025-12-29""]",evaluable,
S000026985,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,83,9187299519229488369,29.0,30.0,"[""2026-01-12"", ""2026-01-19""]",evaluable,
S000026986,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,84,13943667280613357350,27.0,28.0,"[""2025-12-29"", ""2026-01-05""]",evaluable,
S000026987,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,85,11178425967815034801,26.0,27.0,"[""2025-12-22"", ""2025-12-29""]",evaluable,
S000026988,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,86,816469077647621579,31.0,32.0,"[""2026-01-26"", ""2026-02-02""]",evaluable,
S000026989,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,87,3499246206276866610,32.0,33.0,"[""2026-02-02"", ""2026-02-09""]",evaluable,
S000026990,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,88,2745739251784495032,32.0,33.0,"[""2026-02-02"", ""2026-02-09""]",evaluable,
S000026991,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,89,5637630099635928774,26.0,27.0,"[""2025-12-22"", ""2025-12-29""]",evaluable,
S000026992,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,90,6415213546215309317,31.0,32.0,"[""2026-01-26"", ""2026-02-02""]",evaluable,
S000026993,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,91,14200112839469170688,34.0,35.0,"[""2026-02-16"", ""2026-02-23""]",evaluable,
S000026994,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,92,2040139794243558882,29.0,30.0,"[""2026-01-12"", ""2026-01-19""]",evaluable,
S000026995,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,93,8897928652124805831,32.0,33.0,"[""2026-02-02"", ""2026-02-09""]",evaluable,
S000026996,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,94,737224422921887501,28.0,29.0,"[""2026-01-05"", ""2026-01-12""]",evaluable,
S000026997,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,95,14877228999295555073,34.0,35.0,"[""2026-02-16"", ""2026-02-23""]",evaluable,
S000026998,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,96,10238715551405605588,33.0,34.0,"[""2026-02-09"", ""2026-02-16""]",evaluable,
S000026999,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,97,10363022690929193633,31.0,32.0,"[""2026-01-26"", ""2026-02-02""]",evaluable,
S000027000,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,98,9364686671723437937,28.0,29.0,"[""2026-01-05"", ""2026-01-12""]",evaluable,
S000027001,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,99,11602449860064803307,26.0,27.0,"[""2025-12-22"", ""2025-12-29""]",evaluable,
S000027002,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,low_volume,none,0,2422175225476248137,28.0,29.0,"[""2026-01-05"", ""2026-01-12""]",evaluable,
S000027003,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,low_volume,none,1,16030551781464024593,28.0,29.0,"[""2026-01-05"", ""2026-01-12""]",evaluable,
S000027004,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,low_volume,none,2,6956620353544594426,33.0,34.0,"[""2026-02-09"", ""2026-02-16""]",evaluable,
S000027005,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,low_volume,none,3,10278556475723167100,31.0,32.0,"[""2026-01-26"", ""2026-02-02""]",evaluable,
S000027006,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,low_volume,none,4,7757093096980773538,30.0,31.0,"[""2026-01-19"", ""2026-01-26""]",evaluable,
S000027007,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,low_volume,none,5,16110138387205960102,27.0,28.0,"[""2025-12-29"", ""2026-01-05""]",evaluable,
S000027008,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,low_volume,none,6,6120903882207627238,30.0,31.0,"[""2026-01-19"", ""2026-01-26""]",evaluable,
S000027009,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,low_volume,none,7,16382943429415065392,31.0,32.0,"[""2026-01-26"", ""2026-02-02""]",evaluable,
S000027010,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,low_volume,none,8,4782259057555076308,33.0,34.0,"[""2026-02-09"", ""2026-02-16""]",evaluable,
S000027011,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,low_volume,none,9,10613919386937394481,31.0,32.0,"[""2026-01-26"", ""2026-02-02""]",evaluable,
S000027012,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,low_volume,none,10,9992862098748620711,34.0,35.0,"[""2026-02-16"", ""2026-02-23""]",evaluable,
S000027013,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,low_volume,none,11,11194101123734264541,32.0,33.0,"[""2026-02-02"", ""2026-02-09""]",evaluable,
S000027014,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,low_volume,none,12,7492148441003490540,32.0,33.0,"[""2026-02-02"", ""2026-02-09""]",evaluable,
S000027015,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,low_volume,none,13,1072912764101761187,34.0,35.0,"[""2026-02-16"", ""2026-02-23""]",evaluable,
S000027016,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,low_volume,none,14,15448271077939857743,28.0,29.0,"[""2026-01-05"", ""2026-01-12""]",evaluable,
S000027017,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,low_volume,none,15,16338107380727685695,31.0,32.0,"[""2026-01-26"", ""2026-02-02""]",evaluable,
S000027018,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,low_volume,none,16,17968318400139581052,26.0,27.0,"[""2025-12-22"", ""2025-12-29""]",evaluable,
S000027019,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,low_volume,none,17,10660723126783556787,26.0,27.0,"[""2025-12-22"", ""2025-12-29""]",evaluable,
S000027020,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,low_volume,none,18,2644214498617211371,27.0,28.0,"[""2025-12-29"", ""2026-01-05""]",evaluable,
S000027021,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,low_volume,none,19,6263256290528967016,30.0,31.0,"[""2026-01-19"", ""2026-01-26""]",evaluable,
S000027022,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,low_volume,none,20,17742259859404732834,30.0,31.0,"[""2026-01-19"", ""2026-01-26""]",evaluable,
S000027023,prometheus/prometheus,metric_shift,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,low_volume,none,21,15269417242572823921,27.0,28.0,"[""2025-12-29"", ""2026-01-05""]",evaluable,
