repo_full,split,detector_family,detector_variant,metric,window_weeks,window_role,threshold,threshold_role,persistence_weeks,persistence_role,total_weeks,evaluable_weeks,excluded_weeks,alarm_weeks,alarm_prevalence,episode_count,total_episode_weeks,median_episode_duration_weeks,maximum_episode_duration_weeks,median_alarm_magnitude,maximum_alarm_magnitude,external_scoring_eligible,interpretation
prometheus/prometheus,holdout,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,4,sensitivity,36,20,16,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,4,sensitivity,46,4,42,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,2.5,sensitivity,4,sensitivity,36,20,16,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,1,sensitivity,46,46,0,11,0.2391304347826087,8,11,1.0,2.0,3.0455007448920686,4.3374919456902585,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,1,sensitivity,19,19,0,6,0.3157894736842105,3,6,1.0,4.0,4.536978059533997,18.3338402155632,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,1,sensitivity,4,4,0,3,0.75,2,3,1.5,2.0,3.6235252024070355,6.515426114675644,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,1,sensitivity,36,23,13,12,0.5217391304347826,3,12,4.0,7.0,4.749542255616236,102.16286703538766,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,1,sensitivity,46,46,0,14,0.30434782608695654,7,14,2.0,4.0,3.840036825843727,6.688956122495133,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,1,sensitivity,19,19,0,1,0.05263157894736842,1,1,1.0,1.0,3.09623413478392,3.09623413478392,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,1,sensitivity,4,4,0,2,0.5,1,2,2.0,2.0,2.895804873932187,2.91877628114748,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,1,sensitivity,36,23,13,4,0.17391304347826086,3,4,1.0,2.0,4.029552406339906,4.376397848365001,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,1,sensitivity,46,7,39,4,0.5714285714285714,2,4,2.0,3.0,4.723671904698111,5.626189706050051,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,1,sensitivity,19,19,0,5,0.2631578947368421,1,5,5.0,5.0,4.380642499777606,13.122197304536538,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,1,sensitivity,4,4,0,2,0.5,2,2,1.0,1.0,8.896807591828338,10.80790937171276,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,1,sensitivity,36,23,13,6,0.2608695652173913,5,6,1.0,2.0,4.471195599863626,25.84740378940678,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,2,primary,46,45,1,3,0.06666666666666667,3,3,1.0,1.0,3.917411576684152,3.921574809606326,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,2,primary,19,19,0,3,0.15789473684210525,1,3,3.0,3.0,3.1517731020319353,18.3338402155632,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,2,primary,4,4,0,1,0.25,1,1,1.0,1.0,6.515426114675644,6.515426114675644,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,2,primary,36,22,14,9,0.4090909090909091,2,9,4.5,6.0,5.2070532703376555,32.71964449449341,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,2,primary,46,45,1,7,0.15555555555555556,4,7,1.5,3.0,3.4391616746938367,4.965174497901871,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,2,primary,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,2,primary,4,4,0,1,0.25,1,1,1.0,1.0,2.91877628114748,2.91877628114748,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,2,primary,36,22,14,1,0.045454545454545456,1,1,1.0,1.0,4.376397848365001,4.376397848365001,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,2,primary,46,6,40,2,0.3333333333333333,1,2,2.0,2.0,4.723671904698111,4.898825432958944,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,2,primary,19,19,0,4,0.21052631578947367,1,4,4.0,4.0,5.407092250841847,13.122197304536538,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,2,primary,36,22,14,1,0.045454545454545456,1,1,1.0,1.0,6.405858763799098,6.405858763799098,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,3,sensitivity,46,44,2,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,3,sensitivity,19,19,0,2,0.10526315789473684,1,2,2.0,2.0,10.664993255126664,18.3338402155632,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,3,sensitivity,36,21,15,7,0.3333333333333333,2,7,3.5,5.0,3.9149474776303497,8.28060684258533,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,3,sensitivity,46,44,2,3,0.06818181818181818,2,3,1.5,2.0,2.9227932910652488,4.965174497901871,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,3,sensitivity,36,21,15,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,3,sensitivity,46,5,41,1,0.2,1,1,1.0,1.0,4.548518376437277,4.548518376437277,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,3,sensitivity,19,19,0,3,0.15789473684210525,1,3,3.0,3.0,7.072157418804079,13.122197304536538,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,3,sensitivity,36,21,15,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,4,sensitivity,46,43,3,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,4,sensitivity,19,19,0,1,0.05263157894736842,1,1,1.0,1.0,2.9961462946901296,2.9961462946901296,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,4,sensitivity,36,20,16,5,0.25,2,5,2.5,4.0,3.9149474776303497,6.356560004731613,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,4,sensitivity,46,43,3,1,0.023255813953488372,1,1,1.0,1.0,2.709637936968918,2.709637936968918,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,4,sensitivity,36,20,16,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,4,sensitivity,46,4,42,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,4,sensitivity,19,19,0,2,0.10526315789473684,1,2,2.0,2.0,10.097177361670308,13.122197304536538,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,union,composite,13,primary,2.5,sensitivity,4,sensitivity,36,20,16,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,1,sensitivity,46,46,0,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,1,sensitivity,19,19,0,2,0.10526315789473684,1,2,2.0,2.0,10.664993255126664,18.3338402155632,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,1,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,1,sensitivity,36,23,13,2,0.08695652173913043,2,2,1.0,1.0,55.221736938986496,102.16286703538766,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,1,sensitivity,46,46,0,1,0.021739130434782608,1,1,1.0,1.0,5.991064981233288,5.991064981233288,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,1,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,1,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,1,sensitivity,36,23,13,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,1,sensitivity,46,7,39,2,0.2857142857142857,2,2,1.0,1.0,4.400371364829646,4.548518376437277,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,1,sensitivity,19,19,0,1,0.05263157894736842,1,1,1.0,1.0,13.122197304536538,13.122197304536538,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,1,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,1,sensitivity,36,23,13,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,2,primary,46,45,1,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,2,primary,19,19,0,1,0.05263157894736842,1,1,1.0,1.0,2.9961462946901296,2.9961462946901296,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,2,primary,36,22,14,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,2,primary,46,45,1,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,2,primary,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,2,primary,36,22,14,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,2,primary,46,6,40,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,2,primary,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,2,primary,36,22,14,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,3,sensitivity,46,44,2,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,3,sensitivity,36,21,15,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,3,sensitivity,46,44,2,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,3,sensitivity,36,21,15,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,3,sensitivity,46,5,41,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,3,sensitivity,36,21,15,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,4,sensitivity,46,43,3,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,4,sensitivity,36,20,16,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,two_of_three,composite,13,primary,2.5,sensitivity,4,sensitivity,46,43,3,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
