repo_full,pr_number,node_id,state,draft,created_at,updated_at,closed_at,merged_at,author_login,author_type,author_association,additions,deletions,changed_files,commits_count,comments_count,review_comments_count,head_sha,head_ref,head_repo_full,base_sha,base_ref,merge_commit_sha,created_at_ts,closed_at_ts,merged_at_ts,event_type,resolution_at,observation_end_at,first_qualified_review_at,received_qualified_review,author_login_key,author_prior_pr_count,author_prior_resolved_count,author_prior_merged_count,author_prior_merge_rate,author_newcomer,repo_open_prs_at_creation,repo_pr_arrivals_28d,repo_merges_28d,ci_context_week,prior_week_ci_attempts_total,prior_week_ci_outcome_n,prior_week_ci_failure_count,prior_week_ci_failure_rate,prior_week_ci_latency_n,prior_week_ci_feedback_latency_median_min,prior_week_ci_feedback_latency_p90_min,prior_week_ci_queue_latency_median_min,prior_week_ci_execution_span_median_min,prior_week_ci_logical_run_n,prior_week_ci_rerun_count,prior_week_ci_rerun_rate,prior_week_ci_additional_attempt_count,prior_week_ci_failed_then_passed_count,prior_week_ci_failed_then_passed_rate_among_reruns,prior_week_ci_merged_pr_count,prior_week_ci_pr_cycle_hours_median,prior_week_ci_qualified_review_latency_hours_median,prior_week_ci_reviewed_pr_n,prior_week_ci_churn_median,prior_week_ci_changed_files_median,prior_week_ci_commits_median,prior_week_ci_created_pr_count,prior_week_ci_workflow_count,prior_week_ci_workflow_concentration_hhi,prior_week_ci_release_count,prior_week_ci_split,prior_week_ci_external_calibration,prior_week_ci_external_evaluation_eligible,prior_week_ci_workflow_adjusted_latency_log,prior_week_ci_latency_log_raw,prior_week_ci_latency_log,prior_week_ci_context_available,time_to_first_review_hours,time_to_resolution_hours,resolution_observed
prometheus/prometheus,17424,PR_kwDOAGhaic6wTvxP,closed,0,2025-10-29T07:57:21Z,2025-11-13T10:17:51Z,2025-11-13T10:17:51Z,2025-11-13T10:17:51Z,MohammadAlavi1986,User,CONTRIBUTOR,410,1,2,3,10,4,a7ddf543aae49a4e1a0d84e58ad7b5f72012e2dc,fix-histogram-fraction,MohammadAlavi1986/prometheus,49254f45e9ecf61cd0836270e67fe94983ce1077,release-3.8,,2025-10-29 07:57:21+00:00,2025-11-13 10:17:51+00:00,2025-11-13 10:17:51+00:00,merged,2025-11-13 10:17:51+00:00,2025-11-13 10:17:51+00:00,2025-10-31 07:27:16+00:00,1,mohammadalavi1986,0,0,0,,1,196,135,92,2025-10-20 00:00:00+00:00,445.0,319.0,59.0,0.1849529780564263,319.0,0.5833333333333334,15.66,0.1166666666666666,0.45,439.0,5.0,0.0113895216400911,6.0,4.0,0.8,34.0,272.85513888888886,81.06083333333333,32.0,28.0,2.0,1.0,23.0,5.0,0.2498522913773513,,train,False,False,-0.0119893708263811,0.4595323293784402,-0.0119893708263811,1,47.49861111111111,362.34166666666664,1
prometheus/prometheus,17425,PR_kwDOAGhaic6wUYoD,closed,0,2025-10-29T09:01:38Z,2025-10-30T08:07:50Z,2025-10-30T08:07:49Z,2025-10-30T08:07:49Z,ldufr,User,CONTRIBUTOR,32,36,3,2,0,3,a6793c20e8195d4c1042dc07478c15a4926543a1,ldufresne/add-generic-histogram-error-type,ldufr/prometheus,37418b5910c5efc922a86b00f8d42f60dbb52152,main,,2025-10-29 09:01:38+00:00,2025-10-30 08:07:49+00:00,2025-10-30 08:07:49+00:00,merged,2025-10-30 08:07:49+00:00,2025-10-30 08:07:49+00:00,2025-10-29 15:23:46+00:00,1,ldufr,1,1,0,0.0,0,197,132,90,2025-10-20 00:00:00+00:00,445.0,319.0,59.0,0.1849529780564263,319.0,0.5833333333333334,15.66,0.1166666666666666,0.45,439.0,5.0,0.0113895216400911,6.0,4.0,0.8,34.0,272.85513888888886,81.06083333333333,32.0,28.0,2.0,1.0,23.0,5.0,0.2498522913773513,,train,False,False,-0.0119893708263811,0.4595323293784402,-0.0119893708263811,1,6.368888888888889,23.103055555555557,1
prometheus/prometheus,17426,PR_kwDOAGhaic6wX4HU,closed,0,2025-10-29T13:35:22Z,2025-10-29T14:02:04Z,2025-10-29T14:02:02Z,2025-10-29T14:02:02Z,krajorama,User,MEMBER,7,2,3,5,0,0,bb8b611d2cf61ca62c100fb852eabfb753870070,krajo/merge-release-3.7-pre3-to-main,prometheus/prometheus,b004db49af741501d412217e7b1195d663102293,main,,2025-10-29 13:35:22+00:00,2025-10-29 14:02:02+00:00,2025-10-29 14:02:02+00:00,merged,2025-10-29 14:02:02+00:00,2025-10-29 14:02:02+00:00,2025-10-29 13:38:13+00:00,1,krajorama,122,120,98,0.8166666666666667,0,198,132,89,2025-10-20 00:00:00+00:00,445.0,319.0,59.0,0.1849529780564263,319.0,0.5833333333333334,15.66,0.1166666666666666,0.45,439.0,5.0,0.0113895216400911,6.0,4.0,0.8,34.0,272.85513888888886,81.06083333333333,32.0,28.0,2.0,1.0,23.0,5.0,0.2498522913773513,,train,False,False,-0.0119893708263811,0.4595323293784402,-0.0119893708263811,1,0.0475,0.4444444444444444,1
prometheus/prometheus,17427,PR_kwDOAGhaic6wZFQ4,closed,0,2025-10-29T14:47:06Z,2025-12-10T09:14:04Z,2025-12-10T09:14:04Z,2025-12-10T09:14:04Z,roidelapluie,User,MEMBER,830,6,20,1,1,9,a5671a002fd28da02f80c9dacff3bec947637630,roidelapluie/ffapi,roidelapluie/prometheus,e77dd5bec28a3533e36955cdf17c67ee85449a6b,main,,2025-10-29 14:47:06+00:00,2025-12-10 09:14:04+00:00,2025-12-10 09:14:04+00:00,merged,2025-12-10 09:14:04+00:00,2025-12-10 09:14:04+00:00,2025-11-28 13:12:50+00:00,1,roidelapluie,66,64,52,0.8125,0,197,133,91,2025-10-20 00:00:00+00:00,445.0,319.0,59.0,0.1849529780564263,319.0,0.5833333333333334,15.66,0.1166666666666666,0.45,439.0,5.0,0.0113895216400911,6.0,4.0,0.8,34.0,272.85513888888886,81.06083333333333,32.0,28.0,2.0,1.0,23.0,5.0,0.2498522913773513,,train,False,False,-0.0119893708263811,0.4595323293784402,-0.0119893708263811,1,718.4288888888889,1002.4494444444445,1
prometheus/prometheus,17428,PR_kwDOAGhaic6wZma8,closed,0,2025-10-29T15:18:12Z,2025-11-06T05:39:54Z,2025-10-30T07:21:26Z,2025-10-30T07:21:26Z,krajorama,User,MEMBER,21,14,7,1,0,2,542017d2190d9d3d4f10839be9e6ab2d1489f9a5,krajo/prep-release-3.7.3,prometheus/prometheus,6806b68f930722746b23f3e30f184b22ca1fafe0,release-3.7,,2025-10-29 15:18:12+00:00,2025-10-30 07:21:26+00:00,2025-10-30 07:21:26+00:00,merged,2025-10-30 07:21:26+00:00,2025-10-30 07:21:26+00:00,2025-10-29 15:20:01+00:00,1,krajorama,123,121,99,0.8181818181818182,0,198,134,90,2025-10-20 00:00:00+00:00,445.0,319.0,59.0,0.1849529780564263,319.0,0.5833333333333334,15.66,0.1166666666666666,0.45,439.0,5.0,0.0113895216400911,6.0,4.0,0.8,34.0,272.85513888888886,81.06083333333333,32.0,28.0,2.0,1.0,23.0,5.0,0.2498522913773513,,train,False,False,-0.0119893708263811,0.4595323293784402,-0.0119893708263811,1,0.03027777777777778,16.05388888888889,1
prometheus/prometheus,17430,PR_kwDOAGhaic6wjWpv,closed,0,2025-10-30T08:22:04Z,2025-10-30T10:34:55Z,2025-10-30T10:34:53Z,2025-10-30T10:34:53Z,krajorama,User,MEMBER,157,35,11,3,0,0,b8192127eef295d3a921fb05f2df173aa26d3de1,krajo/merge-3.7.3-to-main,prometheus/prometheus,664216717e3aa7957e590a17f53ebd8081824032,main,,2025-10-30 08:22:04+00:00,2025-10-30 10:34:53+00:00,2025-10-30 10:34:53+00:00,merged,2025-10-30 10:34:53+00:00,2025-10-30 10:34:53+00:00,2025-10-30 09:02:49+00:00,1,krajorama,124,122,100,0.819672131147541,0,196,120,92,2025-10-20 00:00:00+00:00,445.0,319.0,59.0,0.1849529780564263,319.0,0.5833333333333334,15.66,0.1166666666666666,0.45,439.0,5.0,0.0113895216400911,6.0,4.0,0.8,34.0,272.85513888888886,81.06083333333333,32.0,28.0,2.0,1.0,23.0,5.0,0.2498522913773513,,train,False,False,-0.0119893708263811,0.4595323293784402,-0.0119893708263811,1,0.6791666666666667,2.213611111111111,1
prometheus/prometheus,17431,PR_kwDOAGhaic6wlurX,closed,0,2025-10-30T11:00:34Z,2025-11-04T12:24:06Z,2025-11-04T12:24:06Z,2025-11-04T12:24:06Z,thampiotr,User,CONTRIBUTOR,130,3,4,1,0,7,d6848c9f40284e9b82c355d3f1a5cad213b061fb,thampiotr/upstream-staleness-disabling,grafana/prometheus,30992dd032b9920b944f1928d44f518064fbdca0,main,,2025-10-30 11:00:34+00:00,2025-11-04 12:24:06+00:00,2025-11-04 12:24:06+00:00,merged,2025-11-04 12:24:06+00:00,2025-11-04 12:24:06+00:00,2025-10-30 13:29:27+00:00,1,thampiotr,4,4,2,0.5,0,196,120,91,2025-10-20 00:00:00+00:00,445.0,319.0,59.0,0.1849529780564263,319.0,0.5833333333333334,15.66,0.1166666666666666,0.45,439.0,5.0,0.0113895216400911,6.0,4.0,0.8,34.0,272.85513888888886,81.06083333333333,32.0,28.0,2.0,1.0,23.0,5.0,0.2498522913773513,,train,False,False,-0.0119893708263811,0.4595323293784402,-0.0119893708263811,1,2.481388888888889,121.39222222222222,1
prometheus/prometheus,17432,PR_kwDOAGhaic6wvaga,closed,0,2025-10-31T02:31:10Z,2026-03-17T11:26:56Z,2026-03-17T11:26:56Z,,jjshanks,User,CONTRIBUTOR,184,11,7,15,3,42,76d782b9a4d9591c0a4e164f86f7b141e7cc656a,issue-15834-warn-multi-doc-yaml,jjshanks/prometheus,a2ad371b03a9540cfeb722fed303d2197fc1a181,main,,2025-10-31 02:31:10+00:00,2026-03-17 11:26:56+00:00,,closed_unmerged,2026-03-17 11:26:56+00:00,2026-03-17 11:26:56+00:00,2025-12-21 10:08:42+00:00,1,jjshanks,0,0,0,,1,196,119,92,2025-10-20 00:00:00+00:00,445.0,319.0,59.0,0.1849529780564263,319.0,0.5833333333333334,15.66,0.1166666666666666,0.45,439.0,5.0,0.0113895216400911,6.0,4.0,0.8,34.0,272.85513888888886,81.06083333333333,32.0,28.0,2.0,1.0,23.0,5.0,0.2498522913773513,,train,False,False,-0.0119893708263811,0.4595323293784402,-0.0119893708263811,1,1231.6255555555556,3296.9294444444445,1
prometheus/prometheus,17433,PR_kwDOAGhaic6wvtRR,closed,0,2025-10-31T03:28:45Z,2026-01-06T15:29:49Z,2025-12-27T12:50:19Z,2025-12-27T12:50:19Z,jjshanks,User,CONTRIBUTOR,15,16,4,2,1,2,091607761622ad21c52cf69df72e1adf1e744bb8,docs-update,jjshanks/prometheus,84d2007a0830dddc77c63b62d32e6e430932d349,main,,2025-10-31 03:28:45+00:00,2025-12-27 12:50:19+00:00,2025-12-27 12:50:19+00:00,merged,2025-12-27 12:50:19+00:00,2025-12-27 12:50:19+00:00,2025-12-21 09:25:25+00:00,1,jjshanks,1,0,0,,0,197,120,92,2025-10-20 00:00:00+00:00,445.0,319.0,59.0,0.1849529780564263,319.0,0.5833333333333334,15.66,0.1166666666666666,0.45,439.0,5.0,0.0113895216400911,6.0,4.0,0.8,34.0,272.85513888888886,81.06083333333333,32.0,28.0,2.0,1.0,23.0,5.0,0.2498522913773513,,train,False,False,-0.0119893708263811,0.4595323293784402,-0.0119893708263811,1,1229.9444444444443,1377.3594444444445,1
prometheus/prometheus,17435,PR_kwDOAGhaic6w0UUQ,closed,0,2025-10-31T11:51:18Z,2026-03-07T20:03:39Z,2025-12-02T10:39:45Z,2025-12-02T10:39:45Z,prymitive,User,CONTRIBUTOR,230,3,5,4,5,20,60c3fbc736c776038869a40472025f0241f8e37f,thanos-compactions,prymitive/prometheus,b0649e08c4391c68009266779154adc72085d8cc,main,,2025-10-31 11:51:18+00:00,2025-12-02 10:39:45+00:00,2025-12-02 10:39:45+00:00,merged,2025-12-02 10:39:45+00:00,2025-12-02 10:39:45+00:00,2025-11-17 15:56:41+00:00,1,prymitive,25,25,16,0.64,0,196,121,94,2025-10-20 00:00:00+00:00,445.0,319.0,59.0,0.1849529780564263,319.0,0.5833333333333334,15.66,0.1166666666666666,0.45,439.0,5.0,0.0113895216400911,6.0,4.0,0.8,34.0,272.85513888888886,81.06083333333333,32.0,28.0,2.0,1.0,23.0,5.0,0.2498522913773513,,train,False,False,-0.0119893708263811,0.4595323293784402,-0.0119893708263811,1,412.08972222222224,766.8075,1
prometheus/prometheus,17436,PR_kwDOAGhaic6w06Pz,closed,0,2025-10-31T12:43:54Z,2026-02-14T06:25:01Z,2026-02-14T06:25:01Z,,pipiland2612,User,CONTRIBUTOR,357,22,13,18,17,41,00f5842e3cf715ccfac7eae387c6ec8678c1d3c2,feature_parity,pipiland2612/prometheus,1174b0ce4f1f302b96bc0dcc1112e142801b5eb1,main,,2025-10-31 12:43:54+00:00,2026-02-14 06:25:01+00:00,,closed_unmerged,2026-02-14 06:25:01+00:00,2026-02-14 06:25:01+00:00,2025-11-03 09:52:31+00:00,1,pipiland2612,20,19,16,0.8421052631578947,0,197,122,94,2025-10-20 00:00:00+00:00,445.0,319.0,59.0,0.1849529780564263,319.0,0.5833333333333334,15.66,0.1166666666666666,0.45,439.0,5.0,0.0113895216400911,6.0,4.0,0.8,34.0,272.85513888888886,81.06083333333333,32.0,28.0,2.0,1.0,23.0,5.0,0.2498522913773513,,train,False,False,-0.0119893708263811,0.4595323293784402,-0.0119893708263811,1,69.14361111111111,2537.6852777777776,1
prometheus/prometheus,17439,PR_kwDOAGhaic6w3xGk,closed,0,2025-10-31T16:44:45Z,2025-11-14T17:37:21Z,2025-11-14T17:36:34Z,2025-11-14T17:36:34Z,bboreham,User,MEMBER,69,68,2,4,5,3,c1e0ab11c67c9ddc105a8d3479503a6dc05c812e,faster-postings,bboreham/prometheus,2605fc9984ec97abb6aa92b749f9a7ca4aad220e,main,,2025-10-31 16:44:45+00:00,2025-11-14 17:36:34+00:00,2025-11-14 17:36:34+00:00,merged,2025-11-14 17:36:34+00:00,2025-11-14 17:36:34+00:00,2025-11-12 10:27:00+00:00,1,bboreham,196,189,168,0.8888888888888888,0,198,122,94,2025-10-20 00:00:00+00:00,445.0,319.0,59.0,0.1849529780564263,319.0,0.5833333333333334,15.66,0.1166666666666666,0.45,439.0,5.0,0.0113895216400911,6.0,4.0,0.8,34.0,272.85513888888886,81.06083333333333,32.0,28.0,2.0,1.0,23.0,5.0,0.2498522913773513,,train,False,False,-0.0119893708263811,0.4595323293784402,-0.0119893708263811,1,281.70416666666665,336.8636111111111,1
prometheus/prometheus,17441,PR_kwDOAGhaic6w6sq7,closed,0,2025-10-31T21:25:58Z,2026-03-02T15:01:42Z,2025-11-13T14:07:11Z,2025-11-13T14:07:11Z,pipiland2612,User,CONTRIBUTOR,219,168,2,3,1,1,704afd8529cf3df29faac33a0a6f5c868884e723,refactor_queue_manger,pipiland2612/prometheus,9f93c2d2e13798c22229347d2606a1e7108ad27b,main,,2025-10-31 21:25:58+00:00,2025-11-13 14:07:11+00:00,2025-11-13 14:07:11+00:00,merged,2025-11-13 14:07:11+00:00,2025-11-13 14:07:11+00:00,2025-11-03 09:45:10+00:00,1,pipiland2612,21,19,16,0.8421052631578947,0,199,123,94,2025-10-20 00:00:00+00:00,445.0,319.0,59.0,0.1849529780564263,319.0,0.5833333333333334,15.66,0.1166666666666666,0.45,439.0,5.0,0.0113895216400911,6.0,4.0,0.8,34.0,272.85513888888886,81.06083333333333,32.0,28.0,2.0,1.0,23.0,5.0,0.2498522913773513,,train,False,False,-0.0119893708263811,0.4595323293784402,-0.0119893708263811,1,60.32,304.68694444444446,1
prometheus/prometheus,17442,PR_kwDOAGhaic6xA_DP,closed,0,2025-11-01T23:16:30Z,2025-11-06T10:32:29Z,2025-11-06T10:32:27Z,2025-11-06T10:32:27Z,dependabot[bot],Bot,CONTRIBUTOR,4,4,2,1,0,0,79893d3b3c725df08af0a5050df87eda62aff689,dependabot/github_actions/github/codeql-action-4.31.2,prometheus/prometheus,9f93c2d2e13798c22229347d2606a1e7108ad27b,main,,2025-11-01 23:16:30+00:00,2025-11-06 10:32:27+00:00,2025-11-06 10:32:27+00:00,merged,2025-11-06 10:32:27+00:00,2025-11-06 10:32:27+00:00,2025-11-06 10:32:21+00:00,1,dependabot[bot],846,844,560,0.6635071090047393,0,200,122,94,2025-10-20 00:00:00+00:00,445.0,319.0,59.0,0.1849529780564263,319.0,0.5833333333333334,15.66,0.1166666666666666,0.45,439.0,5.0,0.0113895216400911,6.0,4.0,0.8,34.0,272.85513888888886,81.06083333333333,32.0,28.0,2.0,1.0,23.0,5.0,0.2498522913773513,,train,False,False,-0.0119893708263811,0.4595323293784402,-0.0119893708263811,1,107.26416666666667,107.26583333333333,1
prometheus/prometheus,17443,PR_kwDOAGhaic6xA_EQ,closed,0,2025-11-01T23:16:36Z,2025-11-06T10:32:02Z,2025-11-06T10:32:00Z,2025-11-06T10:31:59Z,dependabot[bot],Bot,CONTRIBUTOR,2,2,2,1,0,0,134a40b7823a43afb7e12cfc98f07b51604ef214,dependabot/github_actions/actions/upload-artifact-5.0.0,prometheus/prometheus,9f93c2d2e13798c22229347d2606a1e7108ad27b,main,,2025-11-01 23:16:36+00:00,2025-11-06 10:32:00+00:00,2025-11-06 10:31:59+00:00,merged,2025-11-06 10:31:59+00:00,2025-11-06 10:31:59+00:00,2025-11-06 10:31:53+00:00,1,dependabot[bot],847,844,560,0.6635071090047393,0,201,123,94,2025-10-20 00:00:00+00:00,445.0,319.0,59.0,0.1849529780564263,319.0,0.5833333333333334,15.66,0.1166666666666666,0.45,439.0,5.0,0.0113895216400911,6.0,4.0,0.8,34.0,272.85513888888886,81.06083333333333,32.0,28.0,2.0,1.0,23.0,5.0,0.2498522913773513,,train,False,False,-0.0119893708263811,0.4595323293784402,-0.0119893708263811,1,107.25472222222223,107.25638888888889,1
prometheus/prometheus,17444,PR_kwDOAGhaic6xA_E1,closed,0,2025-11-01T23:16:40Z,2025-11-06T10:31:31Z,2025-11-06T10:31:30Z,2025-11-06T10:31:30Z,dependabot[bot],Bot,CONTRIBUTOR,1,1,1,1,0,0,9b7a4c00da01df1ec03a0e02facad2dda7801db0,dependabot/github_actions/actions/stale-10.1.0,prometheus/prometheus,9f93c2d2e13798c22229347d2606a1e7108ad27b,main,,2025-11-01 23:16:40+00:00,2025-11-06 10:31:30+00:00,2025-11-06 10:31:30+00:00,merged,2025-11-06 10:31:30+00:00,2025-11-06 10:31:30+00:00,2025-11-06 10:31:24+00:00,1,dependabot[bot],848,844,560,0.6635071090047393,0,202,124,94,2025-10-20 00:00:00+00:00,445.0,319.0,59.0,0.1849529780564263,319.0,0.5833333333333334,15.66,0.1166666666666666,0.45,439.0,5.0,0.0113895216400911,6.0,4.0,0.8,34.0,272.85513888888886,81.06083333333333,32.0,28.0,2.0,1.0,23.0,5.0,0.2498522913773513,,train,False,False,-0.0119893708263811,0.4595323293784402,-0.0119893708263811,1,107.24555555555555,107.24722222222222,1
prometheus/prometheus,17445,PR_kwDOAGhaic6xA_MR,closed,0,2025-11-01T23:17:19Z,2025-11-06T15:09:03Z,2025-11-06T15:09:00Z,2025-11-06T15:09:00Z,dependabot[bot],Bot,CONTRIBUTOR,94,109,4,1,1,0,dde445db6f290521ad70f32d6063f4cf1b8011c3,dependabot/go_modules/go-opentelemetry-io-787091581c,prometheus/prometheus,b58d868bc4471d8a81c30e9032f04680174193a4,main,,2025-11-01 23:17:19+00:00,2025-11-06 15:09:00+00:00,2025-11-06 15:09:00+00:00,merged,2025-11-06 15:09:00+00:00,2025-11-06 15:09:00+00:00,2025-11-06 12:06:17+00:00,1,dependabot[bot],849,844,560,0.6635071090047393,0,203,125,94,2025-10-20 00:00:00+00:00,445.0,319.0,59.0,0.1849529780564263,319.0,0.5833333333333334,15.66,0.1166666666666666,0.45,439.0,5.0,0.0113895216400911,6.0,4.0,0.8,34.0,272.85513888888886,81.06083333333333,32.0,28.0,2.0,1.0,23.0,5.0,0.2498522913773513,,train,False,False,-0.0119893708263811,0.4595323293784402,-0.0119893708263811,1,108.81611111111111,111.86138888888888,1
prometheus/prometheus,17446,PR_kwDOAGhaic6xA_af,closed,0,2025-11-01T23:18:28Z,2025-11-06T10:26:39Z,2025-11-06T10:26:37Z,,dependabot[bot],Bot,CONTRIBUTOR,33,33,2,1,1,0,ba4ca68f5af9fd7ae6fa8b58d94adf48c47643d3,dependabot/go_modules/github.com/aws/aws-sdk-go-v2/credentials-1.18.20,prometheus/prometheus,9f93c2d2e13798c22229347d2606a1e7108ad27b,main,,2025-11-01 23:18:28+00:00,2025-11-06 10:26:37+00:00,,closed_unmerged,2025-11-06 10:26:37+00:00,2025-11-06 10:26:37+00:00,,0,dependabot[bot],850,844,560,0.6635071090047393,0,204,126,94,2025-10-20 00:00:00+00:00,445.0,319.0,59.0,0.1849529780564263,319.0,0.5833333333333334,15.66,0.1166666666666666,0.45,439.0,5.0,0.0113895216400911,6.0,4.0,0.8,34.0,272.85513888888886,81.06083333333333,32.0,28.0,2.0,1.0,23.0,5.0,0.2498522913773513,,train,False,False,-0.0119893708263811,0.4595323293784402,-0.0119893708263811,1,,107.13583333333334,1
prometheus/prometheus,17447,PR_kwDOAGhaic6xA_cv,closed,0,2025-11-01T23:18:34Z,2025-11-06T10:30:13Z,2025-11-06T10:30:11Z,2025-11-06T10:30:11Z,dependabot[bot],Bot,CONTRIBUTOR,3,3,2,1,0,0,e6e5f117a07975ab65d522b17f099cb905b465ec,dependabot/go_modules/github.com/prometheus/exporter-toolkit-0.15.0,prometheus/prometheus,9f93c2d2e13798c22229347d2606a1e7108ad27b,main,,2025-11-01 23:18:34+00:00,2025-11-06 10:30:11+00:00,2025-11-06 10:30:11+00:00,merged,2025-11-06 10:30:11+00:00,2025-11-06 10:30:11+00:00,2025-11-06 10:30:03+00:00,1,dependabot[bot],851,844,560,0.6635071090047393,0,205,127,94,2025-10-20 00:00:00+00:00,445.0,319.0,59.0,0.1849529780564263,319.0,0.5833333333333334,15.66,0.1166666666666666,0.45,439.0,5.0,0.0113895216400911,6.0,4.0,0.8,34.0,272.85513888888886,81.06083333333333,32.0,28.0,2.0,1.0,23.0,5.0,0.2498522913773513,,train,False,False,-0.0119893708263811,0.4595323293784402,-0.0119893708263811,1,107.1913888888889,107.19361111111111,1
prometheus/prometheus,17448,PR_kwDOAGhaic6xA_tK,closed,0,2025-11-01T23:19:41Z,2025-11-06T10:26:50Z,2025-11-06T10:26:49Z,,dependabot[bot],Bot,CONTRIBUTOR,6,6,2,1,1,0,84c0cacda1ad72926e1dd9bdb4b06b14528448ad,dependabot/go_modules/github.com/aws/aws-sdk-go-v2-1.39.5,prometheus/prometheus,9f93c2d2e13798c22229347d2606a1e7108ad27b,main,,2025-11-01 23:19:41+00:00,2025-11-06 10:26:49+00:00,,closed_unmerged,2025-11-06 10:26:49+00:00,2025-11-06 10:26:49+00:00,,0,dependabot[bot],852,844,560,0.6635071090047393,0,206,128,94,2025-10-20 00:00:00+00:00,445.0,319.0,59.0,0.1849529780564263,319.0,0.5833333333333334,15.66,0.1166666666666666,0.45,439.0,5.0,0.0113895216400911,6.0,4.0,0.8,34.0,272.85513888888886,81.06083333333333,32.0,28.0,2.0,1.0,23.0,5.0,0.2498522913773513,,train,False,False,-0.0119893708263811,0.4595323293784402,-0.0119893708263811,1,,107.11888888888889,1
prometheus/prometheus,17449,PR_kwDOAGhaic6xA_v_,closed,0,2025-11-01T23:19:54Z,2026-02-12T13:36:12Z,2026-02-10T08:24:27Z,2026-02-10T08:24:27Z,dependabot[bot],Bot,CONTRIBUTOR,10,10,6,1,8,0,057653144d7a68700f87c936e0384a07a70395d7,dependabot/go_modules/github.com/hashicorp/consul/api-1.33.0,prometheus/prometheus,43834999970a07dc47fca0f91deff43073de5601,main,,2025-11-01 23:19:54+00:00,2026-02-10 08:24:27+00:00,2026-02-10 08:24:27+00:00,merged,2026-02-10 08:24:27+00:00,2026-02-10 08:24:27+00:00,2026-02-10 07:13:16+00:00,1,dependabot[bot],853,844,560,0.6635071090047393,0,207,129,94,2025-10-20 00:00:00+00:00,445.0,319.0,59.0,0.1849529780564263,319.0,0.5833333333333334,15.66,0.1166666666666666,0.45,439.0,5.0,0.0113895216400911,6.0,4.0,0.8,34.0,272.85513888888886,81.06083333333333,32.0,28.0,2.0,1.0,23.0,5.0,0.2498522913773513,,train,False,False,-0.0119893708263811,0.4595323293784402,-0.0119893708263811,1,2407.8894444444445,2409.0758333333333,1
prometheus/prometheus,17450,PR_kwDOAGhaic6xA__H,closed,0,2025-11-01T23:21:03Z,2025-11-06T12:41:17Z,2025-11-06T12:41:16Z,2025-11-06T12:41:16Z,dependabot[bot],Bot,CONTRIBUTOR,3,3,2,1,1,0,c0181fb8cc75b37bbb6dc63742f1d3ea190e47fa,dependabot/go_modules/github.com/aws/aws-sdk-go-v2/service/ec2-1.260.0,prometheus/prometheus,9bf13011ca0ffff582dbdd92200db9bd6ba42700,main,,2025-11-01 23:21:03+00:00,2025-11-06 12:41:16+00:00,2025-11-06 12:41:16+00:00,merged,2025-11-06 12:41:16+00:00,2025-11-06 12:41:16+00:00,2025-11-06 12:02:43+00:00,1,dependabot[bot],854,845,560,0.6627218934911243,0,207,130,94,2025-10-20 00:00:00+00:00,445.0,319.0,59.0,0.1849529780564263,319.0,0.5833333333333334,15.66,0.1166666666666666,0.45,439.0,5.0,0.0113895216400911,6.0,4.0,0.8,34.0,272.85513888888886,81.06083333333333,32.0,28.0,2.0,1.0,23.0,5.0,0.2498522913773513,,train,False,False,-0.0119893708263811,0.4595323293784402,-0.0119893708263811,1,108.69444444444444,109.33694444444444,1
prometheus/prometheus,17451,PR_kwDOAGhaic6xBAAP,closed,0,2025-11-01T23:21:07Z,2025-11-06T10:28:59Z,2025-11-06T10:28:58Z,2025-11-06T10:28:57Z,dependabot[bot],Bot,CONTRIBUTOR,3,3,2,1,0,0,bf465e04cba7169da942a06e0c21224abaea33bb,dependabot/go_modules/github.com/linode/linodego-1.60.0,prometheus/prometheus,9f93c2d2e13798c22229347d2606a1e7108ad27b,main,,2025-11-01 23:21:07+00:00,2025-11-06 10:28:58+00:00,2025-11-06 10:28:57+00:00,merged,2025-11-06 10:28:57+00:00,2025-11-06 10:28:57+00:00,2025-11-06 10:28:46+00:00,1,dependabot[bot],855,845,560,0.6627218934911243,0,208,131,94,2025-10-20 00:00:00+00:00,445.0,319.0,59.0,0.1849529780564263,319.0,0.5833333333333334,15.66,0.1166666666666666,0.45,439.0,5.0,0.0113895216400911,6.0,4.0,0.8,34.0,272.85513888888886,81.06083333333333,32.0,28.0,2.0,1.0,23.0,5.0,0.2498522913773513,,train,False,False,-0.0119893708263811,0.4595323293784402,-0.0119893708263811,1,107.1275,107.13055555555556,1
